Feature ID	Taxon	Confidence
c0a4e255ded7957b5f07b70adb3ccbc4	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Streptomyces_sp.	0.9988792048395955
e5fbe5cd20e6217fc751693d41f3aa03	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.9999999856240545
238acf83c92f37e015bf76b0121f87af	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_plantarum	0.9998753778201163
66d463648ee1bb37bd3d3e553484c9b8	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_phage	0.9954544371081253
d843a7c43314621584d04258c6e002e1	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	0.9999912942414781
c5173e0e7355220fa365ed92c875fce0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Photobacterium; s__uncultured_gamma	0.9603996828820706
7c0855768e8c98359b8f9406616ccd8a	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__uncultured_bacterium	0.9392574805502503
7950b449f01cc4e22213081b9dee3a7d	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales	0.9565549344759514
28b811f130658f6a4520a7caf4ba1a51	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_fermentum	0.9999913801843016
8a4315310dc9000b0d0b9a7ce0e8b0ff	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_ingluviei	0.999999987280262
4ec2a62d84ead7d48b317c19251d7c33	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Chitinibacteraceae; g__Deefgea; s__metagenome	0.9206823660311356
dd3a701432502c1e567fa1f38f9fc93f	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_plantarum	0.9999379688498247
674b0083c52f292c3c5b6953d4e34df7	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium	0.8758557280224465
1ae48cf9c253d19707cafe86d11b7c62	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Peptostreptococcus; s__Peptostreptococcus_russellii	0.989914268411385
eadeffdc888d0f27eee146968f5d3701	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Aeromonas; s__Aeromonas_eucrenophila	0.8829994086848698
b767a2f7e5484320cdbd7e7a266f8276	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_phage	0.9976944066453144
fdd45db23965c8283d6e626b50c25dc2	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Cetobacterium; s__uncultured_bacterium	0.976217803686209
14a04f7037a362afb4c733f4afc3aa81	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_amylovorus	0.9997649152919448
199108946dc536df2ca6fd7dc5e04e10	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.9627519404150413
43ef6768e84f6c52dd2c52b221c713e2	d__Bacteria; p__Firmicutes; c__Bacilli; o__Mycoplasmatales; f__Mycoplasmataceae; g__Mycoplasma; s__uncultured_bacterium	0.9159535087224161
71d016a029f270d0fdc94df87cc2e173	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9998960736518119
90ccf16fa36fd6af18196e13b638e230	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_phage	0.9969892458702909
288089cce87db777ef104b0f613d1925	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_fuchuensis	0.9620745973624588
583278a03ecdfefe0a3a9634a654801e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Moritellaceae; g__Moritella; s__Moritella_viscosa	0.9964371382747189
ff79be5df311ac47feb4d501d1a5a549	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_phage	0.9985726079902435
f7a90cc052520524d37dd93f41e0d67e	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium	0.9977710247393261
